category,disaster_code,year,quarter,n_documents,programs_total,programs_completed,programs_in_progress,programs_cancelled,program_completion_rate,program_duration_quarters_mean,program_duration_quarters_n_obs,sum_budget_usd,sum_obligated_usd,sum_drawdown_usd,sum_expended_usd,admin_activity_count,admin_activity_budget_usd,admin_activity_obligated_usd,admin_activity_drawdown_usd,admin_activity_expended_usd,outcome_persons_total_actual,outcome_persons_total_expected,outcome_households_total_actual,outcome_households_total_expected,outcome_owner_households_total_actual,outcome_owner_households_total_expected,outcome_renter_households_total_actual,outcome_renter_households_total_expected,outcome_jobs_created_total_actual,outcome_jobs_created_total_expected,outcome_jobs_retained_total_actual,outcome_jobs_retained_total_expected,outcome_housing_units_total_actual,outcome_housing_units_total_expected,severity_rainfall_inches_max,severity_wind_speed_mph_max,sem_signal_count,sem_signal_confidence_mean,admin_staff_count_sum,admin_staff_count_n_obs,admin_staff_count_confidence_mean,admin_payroll_usd_sum,admin_payroll_usd_n_obs,admin_payroll_usd_confidence_mean,affected_population_persons_sum,affected_population_persons_n_obs,affected_population_persons_confidence_mean,affected_population_households_sum,affected_population_households_n_obs,affected_population_households_confidence_mean,severity_deaths_count_sum,severity_deaths_count_n_obs,severity_deaths_count_confidence_mean,severity_economic_loss_usd_sum,severity_economic_loss_usd_n_obs,severity_economic_loss_usd_confidence_mean,severity_property_damage_usd_sum,severity_property_damage_usd_n_obs,severity_property_damage_usd_confidence_mean,severity_unmet_need_usd_sum,severity_unmet_need_usd_n_obs,severity_unmet_need_usd_confidence_mean
Hurricane_Rita1,rita1,2013,2,1,7.0,3.0,3.0,0.0,0.42857142857142855,,0.0,30702653.080000002,0.0,29571020.280000005,29571020.280000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita1,rita1,2013,3,1,3.0,0.0,0.0,0.0,0.0,,0.0,1151021.03,0.0,1151021.03,1151021.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita1,rita1,2013,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita1,rita1,2014,1,1,14.0,11.0,3.0,0.0,0.7857142857142857,,0.0,6605327.54,0.0,37327918.79000001,36176897.760000005,6.0,3502576.98,0.0,3502576.98,3483188.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita1,rita1,2014,2,1,1.0,0.0,1.0,0.0,0.0,,0.0,10000.0,0.0,10000.0,140.28,1.0,10000.0,0.0,10000.0,140.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita1,rita1,2014,3,1,1.0,0.0,1.0,0.0,0.0,,0.0,10000.0,0.0,10000.0,512.97,1.0,10000.0,0.0,10000.0,512.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita1,rita1,2014,4,1,1.0,0.0,1.0,0.0,0.0,,0.0,10000.0,0.0,10000.0,1015.74,1.0,10000.0,0.0,10000.0,1015.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita1,rita1,2015,1,1,2.0,0.0,2.0,0.0,0.0,,0.0,1141632.8,682.75,10000.0,1698.49,1.0,10000.0,682.75,10000.0,1698.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita1,rita1,2015,2,1,2.0,1.0,1.0,0.0,0.5,,0.0,1361082.8,0.0,1361082.8,664289.26,,,,,,0.0,1.0,0.0,8.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita1,rita1,2015,3,1,3.0,1.0,2.0,0.0,0.3333333333333333,,0.0,1370471.04,9388.24,1370471.04,1095589.64,1.0,9388.24,9388.24,9388.24,9388.24,,,8.0,8.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita1,rita1,2015,4,1,1.0,1.0,0.0,0.0,1.0,,0.0,4442.21,1108.33,10000.0,4069.0,1.0,4442.21,1108.33,10000.0,4069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita1,rita1,2016,1,1,4.0,2.0,1.0,0.0,0.5,,0.0,1096201.4,484.55,1097316.98,1097316.98,2.0,10000.0,484.54999999999995,11115.58,11115.58,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita1,rita1,2016,2,1,2.0,0.0,2.0,0.0,0.0,,0.0,5557.79,0.0,50989.19,1277.51,1.0,5557.79,0.0,5557.79,1277.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita1,rita1,2016,3,1,12.0,8.0,2.0,2.0,0.6666666666666666,,0.0,760458534492.3401,46526.31,6294513.9399999995,3409387.52,1.0,5557.79,1526.31,5557.79,2803.82,,,8.0,8.0,,,,,,,,,,,2066.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita1,rita1,2016,4,1,29.0,29.0,0.0,0.0,1.0,,0.0,16356463.67,2753.97,47079054.92,45992853.52,10.0,3545015.0,2753.97,3545015.0,3545015.0,,,542.0,602.0,,,,,,,,,,,2066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2011,3,1,40.0,8.0,31.0,0.0,0.2,,0.0,592234828.73,5889723.34,422090005.03999996,414422427.66999996,6.0,216399707.0,2164646.94,16031226.0,14042869.58,,,,,,,,,,,,,,466.0,1022.0,170.0,1.0,0.76,,,,,,,100000.0,1.0,0.76,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2011,4,1,28.0,12.0,16.0,0.0,0.42857142857142855,,0.0,310463246.63,1302426.23,338758974.38,337112858.90999997,1.0,235275.0,0.0,235275.0,235275.0,,,,,,,,,,,,,,,1022.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2012,1,1,12.0,6.0,6.0,0.0,0.5,,0.0,233555898.81,112766.04,259743229.81,253316614.23,1.0,800000.0,0.0,800000.0,680460.14,,,,,,,,,,,,,,,1022.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2012,2,1,31.0,16.0,14.0,1.0,0.5161290322580645,,0.0,512679754.40999997,1503735.0,329037107.81,334681803.21000004,6.0,215912937.71,0.0,16031226.0,5414970.84,,,,,,,,,,,,,,,1022.0,170.0,1.0,0.76,,,,,,,100000.0,1.0,0.76,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2012,3,1,21.0,15.0,5.0,1.0,0.7142857142857143,,0.0,84511188.99,1504744.0,98668330.77,98179849.64,3.0,5082007.81,0.0,4929361.51,4725216.8,,,,,,,,,,,,,,,1022.0,170.0,1.0,0.76,,,,,,,100000.0,1.0,0.76,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2012,4,1,7.0,1.0,6.0,0.0,0.14285714285714285,,0.0,226345190.0,12546.48,24887266.0,14889815.540000001,3.0,214962268.0,7939.48,14492931.0,4622824.61,,,,,,,,,,,,,,,1022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2013,1,1,9.0,0.0,9.0,0.0,0.0,,0.0,233875117.0,954.0,232886530.0,232142985.17000002,2.0,4962268.0,0.0,4962268.0,4532563.66,,,,,,,,,,,,,,,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2013,2,1,10.0,1.0,8.0,0.0,0.1,,0.0,217626815.11,0.0,214808964.34,214808964.34,2.0,4573296.87,0.0,4538374.79,4538374.79,,,,,,,,,,,,,,,1022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2013,3,1,4.0,0.0,1.0,0.0,0.0,,0.0,5568814.42,0.0,5518137.0,5550299.76,1.0,3884590.66,0.0,3884590.66,3856076.0,,,,,,,,,,,,,,,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2013,4,1,5.0,0.0,4.0,0.0,0.0,,0.0,5752329.07,0.0,5752329.07,3856076.0,3.0,3995768.08,0.0,3995768.08,3856076.0,,,,,,,,,,,,,,,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2014,1,1,23.0,16.0,5.0,1.0,0.6956521739130435,,0.0,459386072.15999997,153087.78,258087991.26000002,248272171.01000002,7.0,215540550.8,0.0,14875635.879999999,5655451.48,,,,,,,,,,,,,,,1022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2014,2,1,4.0,0.0,3.0,0.0,0.0,,0.0,1918316.34,400.0,1918316.34,1149701.62,2.0,111177.33,0.0,111177.33,16515.190000000002,,,,,,,,,,,,,,,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2014,3,1,5.0,2.0,3.0,0.0,0.4,,0.0,22133475.73,3630.52,21790578.240000002,18930113.05,1.0,57680.67,0.0,40500.0,20521.86,,,,,,,,,,,,,,,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2014,4,1,5.0,1.0,4.0,0.0,0.2,,0.0,15638967.72,0.0,15696648.39,13831008.780000001,2.0,53496.66,0.0,111177.33,52676.729999999996,,,,,,,,,,,,,,,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2015,1,1,5.0,1.0,3.0,0.0,0.2,,0.0,9703542.82,0.0,9761223.49,6498915.88,2.0,53496.66,0.0,111177.33,87733.61,,,,,,,,,,,,,,,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2015,2,1,3.0,1.0,2.0,0.0,0.3333333333333333,,0.0,2125826.35,20499.66,12329323.01,10371389.19,1.0,0.0,20499.66,53496.66,20499.66,,,175.0,321.0,,,,,,,,,,,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2015,3,1,6.0,3.0,3.0,0.0,0.5,,0.0,8400234.77,240681.0,19662694.77,23019168.56,1.0,153753.54,0.0,153753.54,96072.87,,,246.0,403.0,,,,,,,,,,,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2015,4,1,6.0,4.0,2.0,0.0,0.6666666666666666,,0.0,14356386.9,114317.04,28039672.94,27448091.09,2.0,222106.92,19271.03,127504.3,131558.3,,,126.0,233.0,,,,,,,,,,,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2016,1,1,10.0,8.0,2.0,0.0,0.8,,0.0,62208639.14,0.0,86306423.58,86239704.86,1.0,0.0,0.0,169452.39,103177.06,,,1216.0,1681.0,,,,,,,,,,,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2016,2,1,2.0,0.0,2.0,0.0,0.0,,0.0,169452.39,443.39,2401388.8200000003,2354869.33,1.0,169452.39,0.0,169452.39,123376.29,,,15.0,19.0,,,,,,,,,,,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2016,3,1,2.0,0.0,2.0,0.0,0.0,,0.0,2401388.82,180728.97,2220659.85,2356872.09,1.0,169895.78,0.0,169895.78,125379.05,,,15.0,19.0,,,,,,,,,,,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2016,4,1,29.0,27.0,1.0,1.0,0.9310344827586207,,0.0,301616469.43,1506407.55,315549069.45,314942946.64,2.0,405170.78,6407.55,405170.78,367061.6,40305.0,38417.0,2781.0,2781.0,,43.0,,,,,,,,,1022.0,120.0,1.0,0.76,,,,,,,100000.0,1.0,0.76,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2017,1,1,7.0,5.0,1.0,1.0,0.7142857142857143,,0.0,27815926.26,1606982.56,33704425.97,29968428.950000003,2.0,222550.31,0.0,222550.31,184938.2,423189.0,36619.0,64.0,68.0,,43.0,,,,,,,,,849.0,,1.0,0.76,,,,,,,100000.0,1.0,0.76,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2017,2,1,1.0,0.0,1.0,0.0,0.0,,0.0,169895.78,339.58,169895.78,132623.25,1.0,169895.78,339.58,169895.78,132623.25,,,,,,,,,,,,,,,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2017,3,1,2.0,1.0,1.0,0.0,0.5,,0.0,4499778.78,6700.0,3713756.67,3680184.14,1.0,172895.78,3700.0,169895.78,136323.25,,,34.0,34.0,,,,,,,,,,,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita2,rita2,2017,4,1,7.0,7.0,0.0,0.0,1.0,,0.0,223380020.01,107675.82,223030971.79999998,220728976.82,1.0,172895.78,0.0,172895.78,136323.25,,,2482.0,2482.0,,,,,,,,,,,1022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitigation_ActionPlan,mit,2021,1,1,38.0,0.0,38.0,0.0,0.0,,0.0,3662273330.0,0.0,0.0,0.0,9.0,208859450.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitigation_ActionPlan,mit,2021,3,1,38.0,0.0,38.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitigation_ActionPlan,mit,2021,4,1,126.0,0.0,126.0,0.0,0.0,,0.0,105400.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_ActionPlan,mit,2022,1,1,153.0,0.0,152.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_ActionPlan,mit,2022,2,1,165.0,0.0,165.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_ActionPlan,mit,2022,3,1,174.0,0.0,173.0,0.0,0.0,,0.0,27813110.7,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_ActionPlan,mit,2022,4,1,190.0,0.0,189.0,0.0,0.0,,0.0,27813110.7,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_ActionPlan,mit,2023,1,1,195.0,0.0,194.0,0.0,0.0,,0.0,27813110.7,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_ActionPlan,mit,2023,2,1,200.0,0.0,198.0,0.0,0.0,,0.0,27813110.7,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_ActionPlan,mit,2023,3,1,211.0,0.0,209.0,0.0,0.0,,0.0,22962171.66,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_ActionPlan,mit,2023,4,1,243.0,0.0,242.0,0.0,0.0,,0.0,19803033.66,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_ActionPlan,mit,2024,1,1,340.0,2.0,338.0,0.0,0.0058823529411764705,,0.0,20785010.16,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_ActionPlan,mit,2024,2,1,386.0,3.0,383.0,0.0,0.007772020725388601,,0.0,38739135.16,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2012.0,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_ActionPlan,mit,2024,3,1,433.0,6.0,426.0,0.0,0.013856812933025405,,0.0,39686935.16,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2012.0,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_ActionPlan,mit,2024,4,1,469.0,6.0,457.0,5.0,0.01279317697228145,,0.0,55498124.66,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2012.0,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_ActionPlan,mit,2025,1,1,541.0,6.0,528.0,5.0,0.011090573012939002,,0.0,56410724.66,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2012.0,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_ActionPlan,mit,2025,2,1,611.0,6.0,598.0,5.0,0.009819967266775777,,0.0,79915696.66,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2012.0,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_ActionPlan,mit,2025,3,1,661.0,7.0,649.0,5.0,0.01059001512859304,,0.0,79915632.66,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2012.0,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_ActionPlan,mit,2025,4,1,711.0,7.0,699.0,5.0,0.009845288326300985,,0.0,79915632.66,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2012.0,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_Performance,mit,2021,1,1,38.0,0.0,38.0,0.0,0.0,,0.0,1735399660.0,630261.72,716704276.75,4011288266.67,9.0,214859450.0,428705.72000000003,1444660.75,214859450.0,,,,,,,,,,,,,,,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitigation_Performance,mit,2021,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitigation_Performance,mit,2021,3,1,30.0,0.0,30.0,0.0,0.0,,0.0,857718900.0,2167858.12,921022878.67,579604887.73,9.0,214859450.0,1451113.1600000001,214859450.0,197996068.93,,,44.0,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitigation_Performance,mit,2021,4,1,132.0,0.0,132.0,0.0,0.0,,0.0,3782124647.98,6355990.92,8527328475460705.0,4627985183.16,9.0,244859450.0,895611.7999999999,216126032.82,14929709.01,,,114.0,1009.0,,,,,,,,,,,,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_Performance,mit,2022,1,1,73.0,0.0,72.0,0.0,0.0,,0.0,2228742464.78,0.0,1.1155793581049186e+16,18944836954855.688,9.0,429718900.0,0.0,401144376.82,5141908186843.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitigation_Performance,mit,2022,2,1,130.0,0.0,130.0,0.0,0.0,,0.0,2475751424.42,0.0,1.223108857012737e+16,12606995675092.621,9.0,429718900.0,0.0,218409691.91,198765323.01,,,,,,,,,,,,,,,,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_Performance,mit,2022,3,1,116.0,0.0,116.0,0.0,0.0,,0.0,2922037710.02,0.0,1.5134151347283686e+16,18272470688217.94,10.0,1142218900.0,0.0,1115007556.45,6624895988375.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitigation_Performance,mit,2022,4,1,118.0,0.0,118.0,0.0,0.0,,0.0,2189423831.1,0.0,2.334026984137704e+16,21436904832432.35,9.0,429718900.0,0.0,402745760.51,1027056137475.1799,,,,,,,,,,,,,,,,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_Performance,mit,2023,2,1,113.0,0.0,112.0,0.0,0.0,,0.0,2398780964.68,0.0,1.5717380907867156e+16,17251957589307.88,9.0,409718900.0,0.0,215279536.91,2536401501837.74,,,,,,,,,,,,,,,,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_Performance,mit,2023,3,1,135.0,0.0,135.0,0.0,0.0,,0.0,1180583125.86,0.0,2.6774593844117564e+16,9854487548303.78,11.0,214859450.0,0.0,214859450.0,3096254383407.5103,,,,,,,,,,,,,,,,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_Performance,mit,2023,4,1,155.0,0.0,155.0,0.0,0.0,,0.0,1184471110.64,25666068.72,2.384816242367569e+16,12098972056883.58,10.0,211359450.0,0.0,211359450.0,2508131320069.1,,,,,,,,,,,,,,,,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_Performance,mit,2024,1,1,183.0,2.0,181.0,0.0,0.01092896174863388,,0.0,895176688.31,0.0,2.3113432543593172e+16,31718688842910.39,10.0,47000000.0,0.0,47000000.0,1302151389609.81,,,,,,,,,,,,,,,,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_Performance,mit,2024,2,1,221.0,1.0,220.0,0.0,0.004524886877828055,,0.0,1165571042.24,0.0,2.674835164931916e+16,44166556993237.61,10.0,211359450.0,0.0,211359450.0,7718011833103.37,,,,,,,,,,,,,,,2012.0,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_Performance,mit,2024,3,1,271.0,3.0,268.0,0.0,0.01107011070110701,,0.0,1514534622.18,21843239.84,4.015248170310264e+16,84640052596780.55,11.0,214859450.0,0.0,214859450.0,5343980998189.38,,,,,,,,,,,,,,,,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_Performance,mit,2024,4,1,248.0,0.0,246.0,1.0,0.0,,0.0,1388003986.73,0.0,3.510975428943999e+16,86586264375416.58,10.0,212859450.0,0.0,212859450.0,15500001268419.238,,,,,,,,,,,,,,,,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_Performance,mit,2025,1,1,344.0,0.0,343.0,0.0,0.0,,0.0,1722363263.82,500000.0,3.512817290660811e+16,84507221364030.19,11.0,214859450.0,0.0,214859450.0,1811629853831.66,,,,,,,,,,,,,,,525.13,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_Performance,mit,2025,2,1,378.0,0.0,378.0,0.0,0.0,,0.0,1869398671.7,3956545.65,4.6947108099429016e+16,86245065045638.94,11.0,214859450.0,0.0,249967798.07999998,242200918.52,,,,,,,,,,,,,,,525.13,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_Performance,mit,2025,3,1,436.0,0.0,436.0,0.0,0.0,,0.0,2188756280.21,0.0,5.3974754035093256e+16,91565936283962.97,3.0,213913624.04,0.0,213913624.04,206618281.82999998,,,,,,,,,,,,,,,800.0,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Mitigation_Performance,mitigationgrantreport,2023,1,1,117.0,0.0,117.0,0.0,0.0,,0.0,2254997002.64,0.0,1.218442369347026e+16,31564260527719.09,11.0,429718900.0,0.0,225082172.65,8332021130639.061,,,,,,,,,,,,,,,,,1.0,0.78,,,,2250000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Wildfire_I,wf1,2013,3,1,5.0,0.0,5.0,0.0,0.0,,0.0,17001541.0,12095.54,25292773.619999997,1731861.82,2.0,1088160.0,8513.54,1088160.0,209234.86,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wildfire_I,wf1,2014,1,1,8.0,0.0,7.0,0.0,0.0,,0.0,22277317.0,17966.39,30443485.21,4289058.2700000005,3.0,1565984.0,17966.39,1565984.0,403186.5,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wildfire_I,wf1,2014,2,1,8.0,0.0,7.0,0.0,0.0,,0.0,21351358.0,1493327.5899999999,30544476.560000002,10602260.26,3.0,1540025.0,32697.8,1540025.0,493437.47,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wildfire_I,wf1,2014,3,1,6.0,0.0,5.0,0.0,0.0,,0.0,26304367.81,670562.9,16716702.74,5062273.47,2.0,1316324.81,0.0,1397350.0,409121.95999999996,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wildfire_I,wf1,2014,4,1,7.0,0.0,6.0,0.0,0.0,,0.0,30134963.0,200114.06,31746649.51,11158301.379999999,2.0,1315135.92,7499.79,1316324.81,439309.68,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wildfire_I,wf1,2015,1,1,12.0,0.0,9.0,0.0,0.0,,0.0,26408284.89,198784.77000000002,30369372.0,16839950.44,3.0,1198793.1099999999,156016.01,1315135.92,900745.55,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wildfire_I,wf1,2015,2,1,15.0,0.0,13.0,0.0,0.0,,0.0,22520876046.91,489625.5,22906633.53,18899382.84,2.0,819618.22,15450.54,819618.22,570110.32,,,34.0,34.0,,,,,,,,,,,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wildfire_I,wf1,2015,3,1,5.0,0.0,5.0,0.0,0.0,,0.0,839134.22,44326.14,5222382.989999999,3096657.52,2.0,819618.22,22516.260000000002,819618.22,506327.48,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wildfire_I,wf1,2015,4,1,16.0,0.0,16.0,0.0,0.0,,0.0,25750437.68,80043.35,21484312.28,4880358.24,2.0,819618.22,0.0,819618.22,524849.9,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wildfire_I,wf1,2016,1,1,17.0,0.0,17.0,0.0,0.0,,0.0,22810494.75,176592.48,25952539.85,5611901.75,2.0,819618.22,42185.54,819618.22,523837.77,,,6.0,6.0,,,,,,,,,,,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wildfire_I,wf1,2016,2,1,14.0,0.0,14.0,0.0,0.0,,0.0,28362057.14,209511.22999999998,26382373.17,8860560.2,2.0,819618.0,7038.81,819618.22,553506.64,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
