activity_id,document_id,header_page,page_number,measure_raw,measure,canonical_measure,this_period,low_actual,low_expected,mod_actual,mod_expected,total_actual,total_expected,post1,post2,post3,lmi_percent
270:1098,270,1098,1099,Persons,persons,persons,678.0,0,0,678,678,1615,1615,0.0,1615.0,41.98,
270:1100,270,1100,1101,Persons,persons,persons,370.0,0,0,370,370,781,781,0.0,781.0,47.38,1101.0
270:1142,270,1142,1143,Persons,persons,persons,3624.0,0,0,3624,3624,8291,8291,0.0,8291.0,43.71,1143.0
270:1144,270,1144,1145,Persons,persons,persons,671.0,0,0,671,671,1294,1294,0.0,1294.0,51.85,1145.0
270:1146,270,1146,1147,Persons,persons,persons,3624.0,0,0,3624,3624,8291,8291,0.0,8291.0,43.71,1147.0
270:1201,270,1201,1202,Persons,persons,persons,85.0,0,0,85,85,85,85,0.0,85.0,100.0,
270:1203,270,1203,1204,Persons,persons,persons,1514.0,0,0,1514,1514,2684,2684,0.0,2684.0,56.41,1204.0
270:1205,270,1205,1206,Persons,persons,persons,593.0,0,0,593,593,619,619,0.0,619.0,95.8,
270:1303,270,1303,1304,Persons,persons,persons,0.0,0,0,2894,2894,8833,8833,0.0,0.0,32.76,1304.0
270:1317,270,1317,1318,Persons,persons,persons,269.0,0,0,269,269,1538,1538,0.0,1538.0,17.49,1318.0
270:1325,270,1325,1326,Persons,persons,persons,6791.0,0,0,6791,6791,10584,10584,0.0,10584.0,64.16,1326.0
270:1327,270,1327,1328,Persons,persons,persons,6791.0,0,0,6791,6791,10584,10584,0.0,10584.0,64.16,1328.0
270:1329,270,1329,1330,Persons,persons,persons,11470.0,0,0,11470,11470,21489,21489,0.0,21489.0,53.38,1330.0
270:1347,270,1347,1348,Persons,persons,persons,0.0,0,0,267,150,401,401,0.0,0.0,66.58,
270:1349,270,1349,1350,Persons,persons,persons,0.0,0,0,1132,1132,2892,2892,0.0,0.0,39.14,1350.0
270:1351,270,1351,1352,Persons,persons,persons,0.0,0,0,5192,5192,11161,11161,0.0,0.0,46.52,1352.0
270:1353,270,1353,1354,Persons,persons,persons,0.0,0,0,46,46,67,67,0.0,0.0,68.66,
270:1357,270,1357,1358,Households,households,households,2.0,3,3,2,2,5,5,3.0,5.0,100.0,
270:1361,270,1361,1362,Persons,persons,persons,495.0,0,0,495,495,1137,1137,0.0,1137.0,43.54,1362.0
270:1367,270,1367,1368,Persons,persons,persons,223.0,0,0,223,223,546,546,0.0,546.0,40.84,
270:1395,270,1395,1396,Persons,persons,persons,217.0,0,0,217,217,260,260,0.0,260.0,83.46,
270:1403,270,1403,1404,Persons,persons,persons,87.0,0,0,87,87,134,134,0.0,134.0,64.93,
270:1405,270,1405,1406,Persons,persons,persons,87.0,0,0,87,87,134,134,0.0,134.0,64.93,
270:1416,270,1416,1417,Persons,persons,persons,0.0,0,0,638,638,1213,1213,0.0,0.0,52.6,
270:1418,270,1418,1419,Persons,persons,persons,0.0,0,0,638,638,1213,1213,0.0,0.0,52.6,
270:1423,270,1423,1424,Households,households,households,0.0,36,36,111,111,147,147,0.0,0.0,100.0,
270:1426,270,1426,1427,Households,households,households,0.0,173,173,48,48,221,221,0.0,0.0,100.0,
270:1428,270,1428,1429,Households,households,households,0.0,0,0,0,0,136,136,0.0,0.0,0.0,
270:1432,270,1432,1433,Households,households,households,0.0,204,0,93,275,297,275,0.0,0.0,100.0,
270:1434,270,1434,1435,Households,households,households,0.0,0,0,0,0,189,245,0.0,0.0,0.0,
270:1436,270,1436,1437,Households,households,households,0.0,398,0,164,0,565,461,0.0,0.0,99.47,
270:1440,270,1440,1441,Households,households,households,0.0,0,0,4,0,8,20,0.0,0.0,50.0,
270:1442,270,1442,1443,Households,households,households,0.0,324,750,185,0,509,750,0.0,0.0,100.0,
270:1446,270,1446,1447,Households,households,households,0.0,198,0,0,0,198,271,0.0,0.0,100.0,
270:1448,270,1448,1449,Households,households,households,0.0,85,0,21,0,106,92,0.0,0.0,100.0,
270:1456,270,1456,1457,Households,households,households,0.0,72,231,16,44,88,275,0.0,0.0,100.0,
270:1460,270,1460,1461,Households,households,households,31.0,552,687,65,96,617,783,313.0,344.0,100.0,
270:1462,270,1462,1463,Households,households,households,0.0,27,77,13,42,40,126,0.0,0.0,100.0,
270:1464,270,1464,1465,Households,households,households,38.0,168,476,74,0,242,476,93.0,131.0,100.0,
270:1470,270,1470,1471,Households,households,households,30.0,68,0,30,110,98,110,68.0,98.0,100.0,
270:1472,270,1472,1473,Households,households,households,109.0,479,622,154,0,633,622,344.0,453.0,100.0,
270:1476,270,1476,1477,Households,households,households,24.0,116,0,44,201,160,201,61.0,85.0,100.0,
270:1480,270,1480,1481,Households,households,households,39.0,605,0,104,775,709,775,150.0,189.0,100.0,
270:1482,270,1482,1483,Households,households,households,8.0,12,20,8,0,20,20,12.0,20.0,100.0,
270:1486,270,1486,1487,Households,households,households,0.0,0,0,0,294,284,294,0.0,284.0,0.0,
270:1488,270,1488,1489,Households,households,households,0.0,0,0,0,335,150,335,0.0,150.0,0.0,
270:1490,270,1490,1491,Households,households,households,0.0,0,628,0,0,80,628,0.0,80.0,0.0,
270:1492,270,1492,1493,Households,households,households,0.0,0,54,0,0,50,54,0.0,50.0,0.0,
270:1498,270,1498,1499,Households,households,households,0.0,0,40,0,0,10,40,0.0,10.0,0.0,
270:1502,270,1502,1503,Households,households,households,0.0,0,0,0,51,8,51,0.0,8.0,0.0,
270:1504,270,1504,1505,Households,households,households,0.0,0,114,0,0,50,114,0.0,50.0,0.0,
270:1506,270,1506,1507,Households,households,households,0.0,0,38,0,0,12,38,0.0,12.0,0.0,
327:9,327,9,10,Households,households,households,0.0,8,0,0,8,8,8,0.0,0.0,100.0,
349:5,349,5,6,Households,households,households,0.0,39,0,15,45,88,88,0.0,34.0,61.36,
349:7,349,7,8,Households,households,households,6.0,36,36,141,141,177,345,2.0,8.0,100.0,
349:9,349,9,10,Households,households,households,134.0,0,0,309,309,309,606,0.0,134.0,100.0,
349:11,349,11,12,Households,households,households,3.0,5,4,81,82,86,86,0.0,3.0,100.0,
349:13,349,13,14,Households,households,households,2.0,7,7,141,141,148,148,0.0,2.0,100.0,
349:15,349,15,16,Households,households,households,7.0,8,8,132,132,140,140,0.0,7.0,100.0,
349:17,349,17,18,Households,households,households,86.0,16,8,142,150,158,158,0.0,86.0,100.0,
349:20,349,20,20,Households,households,households,3.0,6,6,104,104,110,110,0.0,3.0,100.0,
349:20,349,20,21,Households,households,households,0.0,14,0,1,19,15,19,0.0,0.0,100.0,
404:9,404,9,9,Households,households,households,0.0,0,0,6,6,6,6,0.0,0.0,100.0,
271:95,271,95,96,Households,households,households,0.0,18596,0,0,0,48073,0,0.0,0.0,38.68,96.0
271:173,271,173,174,Persons,persons,persons,1823.0,0,0,1823,1823,2866,2866,0.0,2866.0,63.61,174.0
271:175,271,175,176,Persons,persons,persons,348.0,0,0,348,348,583,583,0.0,583.0,59.69,176.0
271:177,271,177,178,Persons,persons,persons,4578.0,0,0,4578,4578,7893,7893,0.0,7893.0,58.0,70.53
271:179,271,179,180,Persons,persons,persons,1019.0,0,0,1019,1019,1884,1884,0.0,1884.0,54.09,180.0
271:181,271,181,182,Persons,persons,persons,11412.0,0,0,11412,11412,18882,18882,0.0,18882.0,60.44,182.0
271:183,271,183,184,Persons,persons,persons,517.0,0,0,517,517,1375,1375,0.0,1375.0,37.6,37.6
271:185,271,185,186,Persons,persons,persons,1354.0,0,0,1354,1354,2705,2705,0.0,2705.0,50.06,186.0
271:187,271,187,188,Persons,persons,persons,412.0,0,0,412,412,1053,1053,0.0,1053.0,39.13,39.13
271:189,271,189,190,Persons,persons,persons,3199.0,0,0,3199,3199,6169,6169,0.0,6169.0,51.86,55.69
271:202,271,202,203,Persons,persons,persons,252.0,0,0,252,252,306,306,0.0,306.0,82.35,
271:204,271,204,205,Persons,persons,persons,1019.0,0,0,1019,1019,1884,1884,0.0,1884.0,54.09,205.0
271:206,271,206,207,Persons,persons,persons,130.0,0,0,130,130,130,130,0.0,130.0,100.0,207.0
271:208,271,208,209,Persons,persons,persons,1354.0,0,0,1354,1354,2705,2705,0.0,2705.0,50.06,209.0
271:210,271,210,211,Persons,persons,persons,1362.0,0,0,1362,1362,2348,2348,0.0,2348.0,58.01,211.0
271:212,271,212,213,Persons,persons,persons,610.0,0,0,610,610,796,796,0.0,796.0,76.63,213.0
271:214,271,214,215,Persons,persons,persons,676.0,0,0,676,676,1387,1387,0.0,1387.0,48.74,215.0
271:216,271,216,217,Persons,persons,persons,418.0,0,0,418,418,673,673,0.0,673.0,62.11,217.0
271:218,271,218,219,Persons,persons,persons,252.0,0,0,252,252,306,306,0.0,306.0,82.35,219.0
271:220,271,220,221,Persons,persons,persons,714.0,0,0,714,714,1784,1784,0.0,1784.0,40.02,0.0
271:252,271,252,253,Persons,persons,persons,0.0,0,0,2408,2408,3351,3351,0.0,0.0,71.86,71.86
271:340,271,340,341,Persons,persons,persons,0.0,0,0,12387,12387,31380,31380,0.0,0.0,39.47,39.82
271:342,271,342,343,Persons,persons,persons,0.0,0,0,5330,5330,14747,14747,0.0,0.0,36.14,36.14
271:344,271,344,345,Persons,persons,persons,5330.0,0,0,5330,5330,14747,14747,0.0,14747.0,36.14,36.14
271:346,271,346,347,Persons,persons,persons,0.0,0,0,580,580,1447,1447,0.0,0.0,40.08,40.08
271:348,271,348,349,Persons,persons,persons,0.0,0,0,793,793,2053,2053,0.0,0.0,38.63,349.0
271:350,271,350,351,Persons,persons,persons,0.0,0,0,1568,1568,4841,4841,0.0,0.0,32.39,28.76
271:352,271,352,353,Persons,persons,persons,0.0,0,0,1694,1694,5047,5047,0.0,0.0,33.56,33.56
271:354,271,354,355,Persons,persons,persons,0.0,0,0,923,923,2513,2513,0.0,0.0,36.73,355.0
271:386,271,386,387,Persons,persons,persons,186.0,0,0,186,186,385,385,0.0,385.0,48.31,387.0
271:388,271,388,389,Persons,persons,persons,1112.0,0,0,1112,1112,1913,1913,0.0,1913.0,58.13,0.0
271:390,271,390,391,Persons,persons,persons,186.0,0,0,186,186,385,385,0.0,385.0,48.31,391.0
271:392,271,392,393,Persons,persons,persons,1112.0,0,0,1112,1112,1913,1913,0.0,1913.0,58.13,0.0
271:394,271,394,395,Persons,persons,persons,1112.0,0,0,1112,1112,1913,1913,0.0,1913.0,58.13,395.0
271:396,271,396,397,Persons,persons,persons,29.0,0,0,29,29,29,29,0.0,29.0,100.0,397.0
271:398,271,398,399,Persons,persons,persons,11530.0,0,0,11530,11530,19004,19004,0.0,19004.0,60.67,399.0
271:400,271,400,401,Persons,persons,persons,1112.0,0,0,1112,1112,1913,1913,0.0,1913.0,58.13,0.0
271:402,271,402,403,Persons,persons,persons,737.0,0,0,737,737,1008,1008,0.0,1008.0,73.12,403.0
271:404,271,404,405,Persons,persons,persons,1169.0,0,0,1169,1169,1989,1989,0.0,1989.0,58.77,405.0
271:406,271,406,407,Persons,persons,persons,5564.0,0,0,5564,5564,8628,8628,0.0,8628.0,64.49,0.0
271:408,271,408,409,Persons,persons,persons,497.0,0,0,497,497,749,749,0.0,749.0,66.36,409.0
271:410,271,410,411,Persons,persons,persons,737.0,0,0,737,737,1008,1008,0.0,1008.0,73.12,411.0
271:507,271,507,508,Persons,persons,persons,0.0,0,0,2213,2213,15453,15453,0.0,0.0,14.32,14.32
271:509,271,509,510,Persons,persons,persons,0.0,0,0,2213,2213,15453,15453,0.0,0.0,14.32,14.32
271:530,271,530,531,Persons,persons,persons,0.0,0,0,0,630,1,930,0.0,1.0,0.0,531.0
271:544,271,544,545,Persons,persons,persons,0.0,0,0,0,604,1,964,0.0,1.0,0.0,545.0
271:656,271,656,657,Persons,persons,persons,0.0,0,0,840,840,1617,1617,0.0,0.0,51.95,657.0
271:670,271,670,671,Persons,persons,persons,0.0,0,0,14,14,14,14,0.0,0.0,100.0,
271:672,271,672,673,Persons,persons,persons,0.0,0,0,12,12,12,12,0.0,0.0,100.0,
271:674,271,674,675,Persons,persons,persons,0.0,0,0,26,26,26,26,0.0,0.0,100.0,
271:692,271,692,693,Persons,persons,persons,923.0,0,0,923,923,1275,1275,0.0,1275.0,72.39,693.0
271:746,271,746,747,Persons,persons,persons,0.0,0,0,40,40,40,40,0.0,0.0,100.0,
271:788,271,788,789,Persons,persons,persons,0.0,0,0,8783,8783,20191,20191,0.0,0.0,43.5,789.0
271:790,271,790,791,Persons,persons,persons,0.0,0,0,2458,2458,6713,6713,0.0,0.0,36.62,
271:844,271,844,845,Persons,persons,persons,0.0,0,0,24425,24425,54683,54683,0.0,0.0,44.67,845.0
271:846,271,846,847,Persons,persons,persons,0.0,0,0,215,215,1349,1349,0.0,0.0,15.94,847.0
271:848,271,848,849,Persons,persons,persons,0.0,0,0,454,454,881,881,0.0,0.0,51.53,849.0
271:850,271,850,851,Persons,persons,persons,952.0,0,0,952,952,2080,2080,0.0,2080.0,45.77,851.0
271:852,271,852,853,Persons,persons,persons,0.0,0,0,391,391,1106,1106,0.0,0.0,35.35,853.0
271:854,271,854,855,Persons,persons,persons,0.0,0,0,678,678,1615,1615,0.0,0.0,41.98,
271:856,271,856,857,Persons,persons,persons,0.0,0,0,370,370,781,781,0.0,0.0,47.38,857.0
271:932,271,932,933,Persons,persons,persons,1429.0,0,0,1514,1514,2684,2684,0.0,2599.0,56.41,
271:972,271,972,973,Persons,persons,persons,0.0,0,0,269,269,1538,1538,0.0,0.0,17.49,973.0
271:978,271,978,979,Persons,persons,persons,946.0,0,0,946,946,1816,1816,0.0,1816.0,52.09,979.0
271:980,271,980,981,Persons,persons,persons,0.0,0,0,6791,6791,10584,10584,0.0,0.0,64.16,981.0
271:982,271,982,983,Persons,persons,persons,0.0,0,0,6791,6791,10584,10584,0.0,0.0,64.16,983.0
271:1000,271,1000,1001,Persons,persons,persons,316.0,0,0,316,0,987,987,0.0,987.0,32.02,1001.0
271:1002,271,1002,1003,Persons,persons,persons,97.0,0,0,97,97,103,103,0.0,103.0,94.17,
271:1004,271,1004,1005,Persons,persons,persons,97.0,0,0,97,97,103,103,0.0,103.0,94.17,
271:1006,271,1006,1007,Persons,persons,persons,60.0,0,0,60,60,93,93,0.0,93.0,64.52,
271:1010,271,1010,1011,Persons,persons,persons,20439.0,0,0,20439,20439,35797,35797,0.0,35797.0,57.1,1011.0
271:1016,271,1016,1017,Persons,persons,persons,0.0,0,0,217,217,260,260,0.0,0.0,83.46,
271:1022,271,1022,1023,Persons,persons,persons,0.0,0,0,87,87,134,134,0.0,0.0,64.93,
271:1024,271,1024,1025,Persons,persons,persons,0.0,0,0,87,87,134,134,0.0,0.0,64.93,
271:1037,271,1037,1038,Households,households,households,0.0,36,36,111,111,147,147,0.0,0.0,100.0,
271:1040,271,1040,1041,Households,households,households,0.0,173,173,48,48,221,221,0.0,0.0,100.0,
271:1042,271,1042,1043,Households,households,households,0.0,0,0,0,2,1,2,0.0,1.0,0.0,
271:1044,271,1044,1045,Households,households,households,0.0,204,0,93,275,297,275,0.0,0.0,100.0,
271:1048,271,1048,1049,Households,households,households,0.0,0,0,0,0,200,245,0.0,11.0,0.0,
271:1050,271,1050,1051,Households,households,households,2.0,399,0,166,0,565,461,1.0,0.0,100.0,
271:1056,271,1056,1057,Households,households,households,0.0,0,0,0,0,187,208,0.0,187.0,0.0,
271:1060,271,1060,1061,Households,households,households,24.0,415,750,209,0,624,750,91.0,115.0,100.0,
271:1064,271,1064,1065,Households,households,households,0.0,376,376,224,224,600,625,0.0,0.0,100.0,
271:1066,271,1066,1067,Households,households,households,0.0,0,0,0,0,14,21,0.0,14.0,0.0,
271:1068,271,1068,1069,Households,households,households,0.0,30,0,4,0,34,32,0.0,0.0,100.0,
271:1070,271,1070,1071,Households,households,households,3.0,40,32,37,43,77,75,3.0,6.0,100.0,
271:1072,271,1072,1073,Households,households,households,1784.0,0,0,1784,1784,2500,2500,0.0,2500.0,71.36,
271:1080,271,1080,1081,Households,households,households,21.0,180,231,37,44,217,275,108.0,129.0,100.0,
271:1082,271,1082,1083,Households,households,households,19.0,649,687,84,96,733,783,97.0,116.0,100.0,
271:1086,271,1086,1087,Households,households,households,28.0,79,77,41,42,120,126,52.0,80.0,100.0,
271:1088,271,1088,1089,Households,households,households,10.0,196,476,84,0,280,476,28.0,38.0,100.0,
271:1092,271,1092,1093,Households,households,households,6.0,70,0,36,110,106,110,2.0,8.0,100.0,
271:1098,271,1098,1099,Households,households,households,10.0,143,0,54,201,197,201,27.0,37.0,100.0,
271:1100,271,1100,1101,Households,households,households,1.0,5,0,1,20,6,20,5.0,6.0,100.0,
271:1102,271,1102,1103,Households,households,households,2.0,651,0,106,775,757,775,46.0,48.0,100.0,
271:1104,271,1104,1105,Households,households,households,0.0,12,20,8,0,20,20,0.0,0.0,100.0,
271:1108,271,1108,1109,Households,households,households,0.0,0,0,0,294,284,294,0.0,0.0,0.0,
271:1112,271,1112,1113,Households,households,households,0.0,0,0,0,335,150,335,0.0,0.0,0.0,
271:1114,271,1114,1115,Households,households,households,0.0,0,628,0,0,80,628,0.0,0.0,0.0,
271:1116,271,1116,1117,Households,households,households,0.0,0,54,0,0,50,54,0.0,0.0,0.0,
271:1122,271,1122,1123,Households,households,households,0.0,25,40,0,0,35,40,25.0,25.0,71.43,
271:1126,271,1126,1127,Households,households,households,0.0,0,0,0,51,8,51,0.0,0.0,0.0,
271:1128,271,1128,1129,Households,households,households,0.0,0,114,0,0,50,114,0.0,0.0,0.0,
271:1130,271,1130,1131,Households,households,households,0.0,12,38,0,0,12,38,12.0,0.0,100.0,
350:6,350,6,6,Households,households,households,0.0,14,0,1,19,15,19,0.0,0.0,100.0,
272:72,272,72,73,Households,households,households,0.0,18596,0,0,0,48073,0,0.0,0.0,38.68,73.0
272:316,272,316,317,Persons,persons,persons,0.0,0,0,12387,12387,31380,31380,0.0,0.0,39.47,39.82
272:318,272,318,319,Persons,persons,persons,0.0,0,0,5330,5330,14747,14747,0.0,0.0,36.14,36.14
272:320,272,320,321,Persons,persons,persons,0.0,0,0,5330,5330,14747,14747,0.0,0.0,36.14,36.14
272:322,272,322,323,Persons,persons,persons,0.0,0,0,580,580,1447,1447,0.0,0.0,40.08,40.08
272:324,272,324,325,Persons,persons,persons,0.0,0,0,793,793,2053,2053,0.0,0.0,38.63,325.0
272:326,272,326,327,Persons,persons,persons,0.0,0,0,1568,1568,4841,4841,0.0,0.0,32.39,28.76
272:328,272,328,329,Persons,persons,persons,0.0,0,0,1694,1694,5047,5047,0.0,0.0,33.56,33.56
272:330,272,330,331,Persons,persons,persons,0.0,0,0,923,923,2513,2513,0.0,0.0,36.73,331.0
272:372,272,372,373,Persons,persons,persons,0.0,0,0,186,186,385,385,0.0,0.0,48.31,373.0
272:374,272,374,375,Persons,persons,persons,0.0,0,0,1112,1112,1913,1913,0.0,0.0,58.13,0.0
272:376,272,376,377,Persons,persons,persons,0.0,0,0,186,186,385,385,0.0,0.0,48.31,377.0
272:378,272,378,379,Persons,persons,persons,0.0,0,0,1112,1112,1913,1913,0.0,0.0,58.13,0.0
272:380,272,380,381,Persons,persons,persons,0.0,0,0,1112,1112,1913,1913,0.0,0.0,58.13,381.0
272:382,272,382,383,Persons,persons,persons,0.0,0,0,29,29,29,29,0.0,0.0,100.0,383.0
272:384,272,384,385,Persons,persons,persons,0.0,0,0,11530,11530,19004,19004,0.0,0.0,60.67,385.0
272:386,272,386,387,Persons,persons,persons,0.0,0,0,1112,1112,1913,1913,0.0,0.0,58.13,0.0
272:388,272,388,389,Persons,persons,persons,0.0,0,0,737,737,1008,1008,0.0,0.0,73.12,389.0
272:390,272,390,391,Persons,persons,persons,0.0,0,0,1169,1169,1989,1989,0.0,0.0,58.77,391.0
272:392,272,392,393,Persons,persons,persons,0.0,0,0,5564,5564,8628,8628,0.0,0.0,64.49,0.0
272:394,272,394,395,Persons,persons,persons,0.0,0,0,497,497,749,749,0.0,0.0,66.36,395.0
272:396,272,396,397,Persons,persons,persons,0.0,0,0,737,737,1008,1008,0.0,0.0,73.12,397.0
272:400,272,400,401,Persons,persons,persons,72059.0,0,0,72059,72059,140680,14068,0.0,140680.0,51.22,51.22
272:402,272,402,403,Persons,persons,persons,3752.0,0,0,3752,3752,6770,6770,0.0,6770.0,55.42,55.42
272:404,272,404,405,Persons,persons,persons,5233.0,0,0,5233,5233,7998,7998,0.0,7998.0,65.43,405.0
272:406,272,406,407,Persons,persons,persons,72059.0,0,0,72059,72059,140680,14068,0.0,140680.0,51.22,51.22
272:408,272,408,409,Persons,persons,persons,1924.0,0,0,1924,1924,2589,2589,0.0,2589.0,74.31,409.0
272:410,272,410,411,Persons,persons,persons,3256.0,0,0,3256,3256,5702,5702,0.0,5702.0,57.1,57.1
272:412,272,412,413,Persons,persons,persons,8070.0,0,0,8070,8070,14726,14726,0.0,14726.0,54.8,413.0
272:464,272,464,465,Persons,persons,persons,0.0,0,0,2213,2213,15453,15453,0.0,0.0,14.32,14.32
272:507,272,507,508,Persons,persons,persons,0.0,0,0,0,630,1,930,0.0,0.0,0.0,508.0
272:523,272,523,524,Persons,persons,persons,0.0,0,0,0,604,1,964,0.0,0.0,0.0,524.0
272:653,272,653,654,Persons,persons,persons,19430.0,0,0,19430,19430,32448,32448,0.0,32448.0,59.88,
272:657,272,657,658,Persons,persons,persons,0.0,0,0,8827,8827,12694,12694,0.0,0.0,69.54,658.0
272:715,272,715,716,Persons,persons,persons,0.0,0,0,840,840,1617,1617,0.0,0.0,51.95,716.0
272:723,272,723,724,Persons,persons,persons,70.0,0,0,70,70,89,89,0.0,89.0,78.65,
272:725,272,725,726,Persons,persons,persons,26.0,0,0,26,26,29,29,0.0,29.0,89.66,
272:727,272,727,728,Persons,persons,persons,20.0,0,0,20,20,25,25,0.0,25.0,80.0,
272:747,272,747,748,Persons,persons,persons,0.0,0,0,923,923,1275,1275,0.0,0.0,72.39,748.0
272:869,272,869,870,Persons,persons,persons,0.0,0,0,8783,8783,20191,20191,0.0,0.0,43.5,870.0
272:871,272,871,872,Persons,persons,persons,0.0,0,0,2458,2458,6713,6713,0.0,0.0,36.62,
272:987,272,987,988,Persons,persons,persons,149.0,0,0,149,149,174,174,0.0,174.0,85.63,
272:989,272,989,990,Persons,persons,persons,1250.0,0,0,1250,1250,1585,1585,0.0,1585.0,78.86,990.0
272:999,272,999,1000,Persons,persons,persons,701.0,0,0,701,701,1451,1451,0.0,1451.0,48.31,1000.0
272:1001,272,1001,1002,Persons,persons,persons,576.0,0,0,576,576,946,946,0.0,946.0,60.89,1002.0
272:1003,272,1003,1004,Persons,persons,persons,504.0,0,0,504,504,885,885,0.0,885.0,56.95,1004.0
272:1005,272,1005,1006,Persons,persons,persons,554.0,0,0,554,554,1019,1019,0.0,1019.0,54.37,1006.0
272:1007,272,1007,1008,Persons,persons,persons,873.0,0,0,873,873,1540,1540,0.0,1540.0,56.69,1008.0
272:1009,272,1009,1010,Persons,persons,persons,1492.0,0,0,1492,1492,2229,2229,0.0,2229.0,66.94,1010.0
272:1011,272,1011,1012,Persons,persons,persons,621.0,0,0,621,621,1203,1203,0.0,1203.0,51.62,1012.0
272:1013,272,1013,1014,Persons,persons,persons,618.0,0,0,618,918,2012,2012,0.0,2012.0,30.72,1014.0
272:1015,272,1015,1016,Persons,persons,persons,1013.0,0,0,1013,1013,1992,1992,0.0,1992.0,50.85,1016.0
